Date,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL_MA10,AAPL_MA50,AAPL_RSI,AMZN_MA10,AMZN_MA50,AMZN_RSI,GOOGL_MA10,GOOGL_MA50,GOOGL_RSI,MSFT_MA10,MSFT_MA50,MSFT_RSI,TSLA_MA10,TSLA_MA50,TSLA_RSI
2018-02-15,40.717464447021484,73.08799743652344,54.1942138671875,85.78231048583984,22.271333694458008,38.02013664245605,,342.86423173536264,70.41609954833984,,200.29257721834585,52.87615776062012,,859.8547573212307,82.67235412597657,,335.12695829476206,21.84846725463867,,-1623.2519619771547
2018-02-16,40.58565139770508,72.43450164794922,54.39979553222656,85.17129516601562,22.365999221801758,38.31627883911133,,378.1361386329582,70.50979995727539,,225.6240773455827,52.75846900939941,,695.3440603967017,82.7324462890625,,412.9392961127906,21.793400382995607,,-3592.680194940836
2018-02-20,40.44914245605469,73.4175033569336,54.80153274536133,85.83786010742188,22.31800079345703,38.692772674560544,,427.14434338133617,70.90155029296875,,204.26302930673813,52.96305847167969,,508.995968777207,83.20750350952149,,345.8704922026726,21.804333686828613,,-2212.1893770185216
2018-02-21,40.265541076660156,74.14600372314453,55.30604553222656,84.69917297363281,22.219999313354492,38.89759635925293,,525.8611839147137,71.10195083618164,,191.8043219725428,53.10865364074707,,387.3529118647737,83.26184921264648,,571.0092218108366,21.79986686706543,,-1199.0836823787472
2018-02-22,40.602134704589844,74.26699829101562,55.114864349365234,84.92134094238281,23.077999114990234,39.21789131164551,,392.43088476935196,71.4447509765625,,189.8832562444774,53.37923736572266,,440.8621492430937,83.49690170288086,,514.3390786894578,21.807666778564453,,491.5389696538877
2018-02-23,41.3082389831543,75.0,56.01814270019531,87.0783920288086,23.469999313354492,39.71170616149902,,271.2286754925733,72.1922508239746,,179.08623851027255,53.97701416015625,,300.1676786683789,84.37152328491212,,283.4963971304587,22.053133392333983,,338.6974991230396
2018-02-26,42.12500762939453,76.09750366210938,56.79329299926758,88.33744049072266,23.827999114990234,40.2427116394043,,212.92532212792955,73.10400085449218,,166.25349572919203,54.46082763671875,,244.89590842302357,85.07995300292968,,235.90224901852267,22.366466522216797,,272.4785274572379
2018-02-27,41.98849105834961,75.5989990234375,55.49276351928711,87.20799255371094,23.39933204650879,40.611779022216794,,226.82753066371026,73.7327507019043,,180.58702084819882,54.77342185974121,,488.73331587882524,85.58789825439453,,314.7768691865068,22.60153293609619,,424.2436257027564
2018-02-28,41.924930572509766,75.62249755859375,54.81791305541992,86.80992889404297,22.87066650390625,40.93612518310547,,234.50458006432572,74.22245025634766,,180.2358592606506,55.02061653137207,,1101.755092755815,85.99153671264648,,360.5296125410725,22.73086624145508,,1630.141129200733
2018-03-01,41.190555572509766,74.67250061035156,53.20355224609375,85.9582290649414,22.062000274658203,41.11571578979492,,405.1059752183747,74.43445053100587,,222.43590207116125,55.014211654663086,,-493.7654598480651,86.18039627075196,,542.079525069116,22.78833293914795,,-442.68501589781306
2018-03-02,41.47535705566406,75.01249694824219,53.835689544677734,86.14334869384766,22.341333389282227,41.19150505065918,,334.00627135252864,74.62690048217773,,212.30158926745912,54.97835922241211,,-1425.1299709015555,86.21650009155273,,495.4657214926576,22.79533290863037,,-929.7933416887042
2018-03-05,41.61894226074219,76.18049621582031,54.36305236816406,86.68956756591797,22.22333335876465,41.29483413696289,,307.72437655108916,75.00149993896484,,185.97425185035797,54.97468490600586,,3826.661315802862,86.36832733154297,,396.21732309335596,22.78106632232666,,-660.2050867189496
2018-03-06,41.5836296081543,76.88200378417969,54.667945861816406,86.39331817626953,21.8799991607666,41.40828285217285,,317.15870841279684,75.34794998168945,,174.6541696546351,54.96132621765137,,1285.3264264178852,86.42387313842774,,464.2728490964546,22.73726615905762,,-345.92528494897005
2018-03-07,41.19762420654297,77.25,55.3701057434082,86.89324951171875,22.15333366394043,41.501491165161134,,496.26485614519447,75.658349609375,,169.4855857239118,54.96773223876953,,540.4328583884967,86.64328079223633,,377.61461430649916,22.73059959411621,,-653.4190061164658
2018-03-08,41.64718246459961,77.59300231933594,56.08219528198242,87.42092895507812,21.940000534057617,41.60599594116211,,331.96579464690524,75.99095001220704,,164.97044070559042,55.06446533203125,,361.1767295115181,86.89323959350585,,318.52312470638526,22.616799736022948,,-413.6630463020674
2018-03-09,42.36272430419922,78.94450378417969,57.6444206237793,89.37432861328125,21.81133270263672,41.7114444732666,,235.5974000028114,76.385400390625,,150.92812290259343,55.22709312438965,,233.14570521166968,87.12283325195312,,218.21191334937473,22.450933074951173,,-334.0498160499721
2018-03-12,42.772281646728516,79.91950225830078,57.89717483520508,89.58722686767578,23.034000396728516,41.776171875,,207.9528687901199,76.76760025024414,,143.60593763962794,55.337481307983396,,222.6683277301806,87.24781188964843,,212.16841599234925,22.371533203125,,547.6929313336527
2018-03-13,42.36036682128906,79.40899658203125,56.60508728027344,87.40243530273438,22.78933334350586,41.81335945129395,,266.8862671207431,77.14860000610352,,156.2752984107174,55.44871368408203,,392.8621860837973,87.26725616455079,,487.7452867430728,22.310533332824708,,974.1579898894773
2018-03-14,42.00025177001953,79.55000305175781,57.0510139465332,86.88397216796875,21.775333404541016,41.820891571044925,40.47165191650391,364.0109307332267,77.54135055541992,70.40240013122559,154.83625711147616,55.67202377319336,55.501401290893554,328.07149300462333,87.27466049194337,84.3875811767578,730.0878571393013,22.201000022888184,22.42689334869385,-393.5500358813059
2018-03-15,42.049678802490234,79.11599731445312,57.13642120361328,87.18949127197266,21.706666946411133,41.906803894042966,40.50502555847168,350.53438507639805,77.98570022583007,70.79571006774903,169.17578186874408,56.065310668945315,55.578271026611326,318.1184091872994,87.39778671264648,84.5474040222168,579.0402611335888,22.165466690063475,22.43365333557129,-356.9972661867973
2018-03-16,41.901397705078125,78.58399963378906,56.33246994018555,87.57831573486328,21.42333221435547,41.949407958984374,40.53557426452637,419.75939795447556,78.34285049438476,71.16319007873535,192.73875540450547,56.314988708496095,55.62087715148926,570.5044419508547,87.54128341674804,84.70763229370117,460.5714692761296,22.0736665725708,22.439119987487793,-252.70127453628947
2018-03-19,41.26117706298828,77.24649810791016,54.62673568725586,85.99523162841797,20.90399932861328,41.913631439208984,40.54956764221191,5134.677759994334,78.44945068359375,71.49853004455566,309.4236501543314,56.34135704040527,55.62515769958496,-701.9255470771539,87.47184982299805,84.82219253540039,-5460.638402415178,21.941733169555665,22.43770664215088,-160.27449280538042
2018-03-20,41.247047424316406,79.32550048828125,54.414695739746094,86.21742248535156,20.703332901000977,41.87997322082519,40.55404251098633,7004.715179919411,78.69380035400391,71.85590003967285,204.01371086330806,56.316032028198244,55.610766906738284,-540.5316823759542,87.45426025390626,84.92129379272461,5995.424670800714,21.8240665435791,22.429666633605958,-139.10346572662445
2018-03-21,40.312618255615234,79.09300231933594,54.3253173828125,85.61566925048828,21.101999282836914,41.791472625732425,40.54287605285644,-280.8847776498786,78.8781005859375,72.19089012145996,217.1787579614136,56.21155319213867,55.590695495605466,-489.44590213673155,87.32650222778321,85.0067008972168,-1196.9784988835781,21.71893310546875,22.403159942626953,-233.29923950018696
2018-03-22,39.743011474609375,77.24600219726562,52.29680252075195,83.1253433227539,20.606666564941406,41.6010555267334,40.520411529541015,-166.91594296017252,78.84340057373046,72.48311019897461,484.851125708912,55.833013916015624,55.53146392822266,-147.86946872968022,86.89694366455078,85.04340744018555,-188.60196656700975,21.58559970855713,22.37037326812744,-152.76974360710145
2018-03-23,38.822689056396484,74.77799987792969,50.975914001464844,80.70906066894531,20.1026668548584,41.24705200195312,40.4797282409668,-97.84027412691054,78.42675018310547,72.72434020996094,-626.7669309198545,55.16616325378418,55.44844650268555,-99.28184219687603,86.0304168701172,85.0391600036621,-100.30614523961304,21.414733123779296,22.326026611328125,-110.84462844623548
2018-03-26,40.66568374633789,77.79299926757812,52.343482971191406,86.81919860839844,20.278667449951172,41.03639221191406,40.471263046264646,-1739.9462239187894,78.2140998840332,73.00352020263672,460.44707512133715,54.61079406738281,55.39088356018066,-214.50613430143335,85.75361404418945,85.15232360839843,828.6060158330122,21.139199829101564,22.28099994659424,-135.1093522593978
2018-03-27,39.622962951660156,74.85250091552734,50.00212860107422,82.82910919189453,18.61199951171875,40.76265182495117,40.43345748901367,-287.24981591681814,77.75845031738281,73.19537017822266,-806.0700791868327,53.95049819946289,55.268020935058594,-103.82410525623919,85.29628143310546,85.15767349243164,-366.42184663538256,20.72146644592285,22.20494659423828,-62.15829947041942
2018-03-28,39.18517303466797,71.57099914550781,49.91473388671875,82.75501251220703,17.185333251953125,40.481143951416016,40.3911156463623,-208.5292218286162,76.9605499267578,73.3219302368164,-187.20857079526655,53.236870193481444,55.143360748291016,-101.71439641748242,84.8833854675293,85.18457778930664,-356.14965116496995,20.262466430664062,22.095239906311036,-41.50134423036698
2018-03-29,39.491153717041016,72.36699676513672,51.50178527832031,84.4954833984375,17.742000579833984,40.2252914428711,40.341250305175784,-288.70929938117956,76.28564987182617,73.47427017211913,-259.26223011176967,52.67340660095215,55.04209899902344,-234.73349665026223,84.61398468017578,85.21330352783202,-1468.3022446328682,19.86599979400635,21.987199935913086,-64.46854455366088
2018-04-02,39.23225021362305,68.59950256347656,50.28467559814453,81.94960021972656,16.832000732421875,39.95837669372558,40.285456848144534,-233.43072966356448,75.28720016479492,73.55294021606446,-113.77410007602438,52.068627166748044,54.919603729248045,-151.9675875485544,84.05111312866211,85.19184875488281,-303.3226794275188,19.40686664581299,21.864413299560546,-50.14102599367885
2018-04-03,39.63473129272461,69.60250091552734,50.58510971069336,83.05126190185547,17.8353328704834,39.79573211669922,40.24146347045898,-390.73221234445845,74.52280044555664,73.65041030883789,-154.76195526118312,51.6644645690918,54.795638732910156,-178.0271976356217,83.75671615600587,85.19426986694336,-539.9313775968069,19.1,21.754426612854004,-103.96350009546796
2018-04-04,40.39263916015625,70.52850341796875,51.13283157348633,85.47681427001953,19.12933349609375,39.7102912902832,40.219473342895505,-11237.373444644318,73.64310073852539,73.7336703491211,-214.76668614905407,51.33627815246582,54.66210960388184,-248.86726656745304,83.68265533447266,85.21553161621094,1736.6795892067144,18.942600059509278,21.668266639709472,-306.2177171383183
2018-04-05,40.672733306884766,72.5875015258789,51.2783317565918,85.52310943603516,20.381332397460938,39.74630279541016,40.20289779663086,1554.1124241994899,72.99255065917968,73.82288040161133,-621.9425547622272,51.03157958984375,54.51956291198731,-276.29625120938823,83.67339935302735,85.23237487792969,1625.1529797222788,18.87053337097168,21.605506629943847,12322.443602179672
2018-04-06,39.63238525390625,70.2614974975586,50.1515998840332,83.53266143798828,19.953332901000977,39.73524017333985,40.17873641967773,-442.3856664873939,72.29410018920899,73.87060028076172,-241.64950854461438,50.81705932617187,54.35932807922363,-166.87791648340811,83.71413116455078,85.21088424682617,-754.0923095805763,18.805200004577635,21.543386611938477,-1179.7258784734693
2018-04-09,40.02545166015625,70.30400085449219,50.65512466430664,84.0325698852539,19.310667037963867,39.85551643371582,40.177017059326175,-1036.3791379947654,71.84670028686523,73.89873031616212,-245.81056706861438,50.784980392456056,54.19838806152344,-229.7190661645772,84.04648208618164,85.18999221801758,-1314.0048438646704,18.726000022888183,21.479413299560548,-425.60554526947055
2018-04-10,40.778656005859375,71.81099700927734,51.47001266479492,85.98596954345703,20.31333351135254,39.86681365966797,40.18848678588867,1001.9008657005127,71.24850006103516,73.9329002380371,-546.431386013495,50.69763336181641,54.04836296081543,-459.212363119894,83.9631591796875,85.17628631591796,904.0166911521837,18.72946662902832,21.42854663848877,7200.118155260228
2018-04-11,40.5880012512207,71.35250091552734,50.901920318603516,85.04169464111328,20.062000274658203,39.963317489624025,40.21278663635254,1960.4564327100002,70.89850006103515,73.94227020263672,-425.29399337280734,50.78761253356934,53.888048553466795,-301.6065071497476,84.18441772460938,85.14627502441407,4929.0817855452,18.874466705322266,21.363746643066406,-2468.744534955613
2018-04-12,40.98814010620117,72.42500305175781,51.50923538208008,86.63402557373047,19.60533332824707,40.14361419677734,40.24973106384277,688.3012596780475,70.98390045166016,73.95295028686523,-1089.6781928844541,50.94706268310547,53.74892807006836,-563.9536505970419,84.57231903076172,85.16985626220703,631.5052865548405,19.11646671295166,21.294759979248045,-680.5325406443544
2018-04-13,41.127017974853516,71.53949737548828,51.44716262817383,86.171142578125,20.022666931152344,40.3072006225586,40.28729652404785,568.5492452597366,70.90115051269531,73.93285018920898,-512.8883762325161,50.94160041809082,53.603749389648435,-526.1237541157,84.73988494873046,85.14234619140625,875.3889375828636,19.344533348083495,21.222799987792968,-2618.4093703713684
2018-04-16,41.38357162475586,72.07499694824219,51.946720123291016,87.18025207519531,19.413999557495117,40.522332763671876,40.32835182189942,433.4963337108101,71.24869995117187,73.98435012817383,-835.3136300030262,51.10780487060547,53.469187545776364,-1395.6890737627891,85.26295013427735,85.14884017944335,506.6681568335762,19.60273323059082,21.145413322448732,-534.4163651896222
2018-04-17,41.95317459106445,75.19149780273438,53.598323822021484,88.939208984375,19.179332733154297,40.75417709350586,40.414930725097655,297.4318734180398,71.80759963989257,74.05823013305664,507.1602522324929,51.40912628173828,53.429620361328126,479.15640710395695,85.8517448425293,85.23621688842773,314.8674428527195,19.73713321685791,21.07066661834717,-401.6787699166031
2018-04-18,41.85902404785156,76.39199829101562,53.401187896728516,89.28174591064453,19.55666732788086,40.90081558227539,40.51842712402344,320.7246493886728,72.39394912719726,74.19607009887696,355.20460102174354,51.6359619140625,53.44253135681152,571.1907553783024,86.2322380065918,85.40010604858398,295.5275165116494,19.77986660003662,21.017626609802246,-780.2993077536998
2018-04-19,40.672733306884766,77.84549713134766,54.099369049072266,88.97624969482422,20.005332946777344,40.90081558227539,40.56753570556641,-5120.009814572111,72.91974868774415,74.31014007568359,271.6678628167657,51.91806564331055,53.44751686096191,371.957796819834,86.5775520324707,85.49651672363281,323.493696260296,19.74226665496826,20.972439918518067,-26103.504432540587
2018-04-20,39.006290435791016,76.37449645996094,53.49702835083008,87.9486083984375,19.349332809448242,40.838206100463864,40.59967781066894,-192.02603121393867,73.53104858398437,74.42085006713867,422.34061788082334,52.25260848999024,53.469276885986325,612.6259111366223,87.01914672851562,85.60407257080078,492.23896567939084,19.68186664581299,20.899426574707032,-563.8465660311434
2018-04-23,38.89330291748047,75.89299774169922,53.322723388671875,88.27265167236328,18.891332626342773,40.72499122619629,40.65014205932617,-179.41686244654,74.08994827270507,74.58820999145507,524.9776911707731,52.51936836242676,53.53492385864258,767.3556577382998,87.44315490722656,85.80288208007812,433.21406607921887,19.63993320465088,20.856946563720705,-324.86462416067656
2018-04-24,38.35194778442383,73.00450134277344,50.78175735473633,86.20816040039062,18.8973331451416,40.482320404052736,40.68088195800781,-134.01167603761965,74.20929870605468,74.70869995117188,-920.9951832906868,52.4505428314209,53.51145584106445,-258.7973917493519,87.46537399291992,85.901982421875,-13340.217460899636,19.498333168029784,20.820999870300295,-327.42066325608545
2018-04-25,38.519065856933594,73.00849914550781,50.799137115478516,85.45828247070312,18.71266746520996,40.27542686462402,40.68530693054199,-155.50845135699387,74.37489852905273,74.7826399230957,-925.2040368814937,52.440264511108396,53.480102157592775,-262.3667770516156,87.50703277587891,85.96857727050781,-992.8265637688223,19.36339988708496,20.774279861450196,-272.98978004680026
2018-04-26,38.65321731567383,75.89800262451172,51.80817413330078,87.2635498046875,19.031999588012695,40.04193458557129,40.68474189758301,-177.5495359077181,74.72219848632812,74.88608993530273,564.1700638847669,52.470158386230466,53.469346313476564,-858.6486531838688,87.5699851989746,86.0583773803711,880.7855338136068,19.306066513061523,20.723373184204103,-440.2402446091519
2018-04-27,38.20600891113281,78.63099670410156,51.21923065185547,88.70774841308594,19.60533332824707,39.74983367919922,40.66096908569336,-135.56609589011293,75.43134841918945,75.00765991210938,287.18285617377194,52.44736518859863,53.42837890625,-422.08164829283214,87.8236457824707,86.15113967895508,415.20638287254667,19.264333152770995,20.685733184814453,-3962.0103060194742
2018-04-30,38.89801025390625,78.30650329589844,50.580142974853516,86.57848358154297,19.593332290649414,39.50127754211426,40.624580001831056,-288.7484930449862,76.05449905395508,75.11203002929688,310.9054865427395,52.31070747375488,53.35609748840332,-264.766633100806,87.76346893310547,86.16706314086915,7801.740710161635,19.282266426086426,20.632173156738283,-3454.3875294012005
2018-05-01,39.801849365234375,79.11299896240234,51.68104553222656,87.9486083984375,19.994667053222656,39.28614501953125,40.60890396118164,-4455.882701841822,76.44664916992187,75.24559997558593,272.71787758259416,52.11897964477539,53.30172248840332,-1082.1110729683676,87.66440887451172,86.22260940551757,677.8626719559555,19.363799858093262,20.5847465133667,1083.4456421533198
2018-05-02,41.560096740722656,78.48400115966797,50.95109176635742,86.56924438476562,20.07666778564453,39.25625228881836,40.631123046875,312.33100316957734,76.65584945678711,75.34692993164063,321.63085073997445,51.87397003173828,53.22471366882324,-416.19586965576696,87.39315872192383,86.23723709106446,-238805.16624619128,19.41579990386963,20.53991985321045,867.7663464260934
2018-05-03,41.63541793823242,78.60399627685547,50.9635009765625,87.087646484375,18.963333129882812,39.35252075195312,40.65852058410645,302.5509893561076,76.7316993713379,75.43608978271484,313.7545034646837,51.5603832244873,53.13786277770996,-422.07774397049934,87.20429840087891,86.2850065612793,1782.5496247407627,19.311599922180175,20.474786529541017,-393.2515904293082
2018-05-04,43.268924713134766,79.04750061035156,52.190040588378906,88.09675598144531,19.606000900268555,39.7787841796875,40.71185638427735,197.57930283785743,76.99899978637696,75.53169982910157,287.2651914644722,51.429684448242185,53.079366302490236,2552.2739137066173,87.21911315917968,86.34851486206054,640.8254025452845,19.337266731262208,20.40534656524658,-5004.349086563206
2018-05-07,43.58197021484375,80.00700378417969,52.61014175415039,89.07807922363281,20.184667587280273,40.247650909423825,40.75733100891113,188.1509463292627,77.410400390625,75.63183990478515,245.31011754257108,51.35842628479004,53.01120628356934,890.6923526769941,87.29965591430664,86.38850860595703,416.15318583610093,19.466600227355958,20.3396399307251,732.9100820733765
2018-05-08,43.79145431518555,79.61949920654297,52.56694030761719,88.69849395751953,20.131332397460938,40.7916015625,40.79065994262695,182.41243414112836,78.07190017700195,75.70227981567383,271.7940506856278,51.53694458007813,52.92667922973633,962.9503042899788,87.54868927001954,86.39572967529297,503.2392684995063,19.59000015258789,20.26570659637451,824.9465535214308
2018-05-09,44.099796295166016,80.4000015258789,54.07453918457031,89.74464416503906,20.456666946411133,41.34967460632324,40.83288604736328,174.70373783958092,78.81105041503906,75.79829986572265,239.1969614441626,51.864484786987305,52.89831474304199,313.13686252788403,87.97732543945312,86.44646270751953,348.74348554224844,19.76440010070801,20.206853294372557,497.2490406886869
2018-05-10,44.7305908203125,80.4540023803711,54.89488983154297,90.64262390136719,20.334667205810547,41.95741195678711,40.88899925231934,161.93947700508866,79.266650390625,75.8949299621582,237.25645716949893,52.173156356811525,52.899854278564455,247.88160968457464,88.31523284912109,86.52311660766601,283.68713177457175,19.894666862487792,20.156133308410645,608.2925123941365
2018-05-11,44.56046676635742,80.14550018310547,54.791099548339844,90.44821166992188,20.070667266845703,42.59285774230957,40.95639747619629,170.39565970008277,79.4181007385254,76.00438995361328,259.514601819918,52.530343246459964,52.93160522460938,258.67228598714235,88.4892791748047,86.61291625976563,302.1094393895477,19.941200256347656,20.116306648254394,1268.3691131878816
2018-05-14,44.45650863647461,80.0770034790039,54.95100402832031,90.75375366210938,19.46466636657715,43.14870758056641,41.0160205078125,176.45944697466786,79.59515075683593,76.10568008422851,265.4696025018136,52.96742935180664,52.953911514282225,247.98400754533924,88.90680618286133,86.70512435913086,282.09537415030604,19.92833366394043,20.058773307800294,-753.8701433277371
2018-05-15,44.052467346191406,78.80599975585938,53.87194061279297,90.09644317626953,18.94533348083496,43.57376937866211,41.06469100952148,207.34296014579613,79.56445083618163,76.1581901550293,490.2892084934802,53.186518859863284,52.944089279174804,485.7937301436078,89.12158966064453,86.7732618713379,366.082324521344,19.82340030670166,19.9932133102417,-305.0320992987932
